tweet_id,text,expanded_urls,rating_numerator,rating_denominator,name,day,month,year,dog,dog_stages,rating,jpg_url,favorite_count,retweet_count,retweeted_status,url
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10.0,Rusty,6,7,2017,None,None,13.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,23978,3960,Original tweet,https://t.co/tyER0KpdXj
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,Gus,6,7,2017,None,pupper,12.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,28357,4974,Original tweet,https://t.co/D43I96SlVu
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,Stanley,5,7,2017,None,None,13.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,27925,6155,Original tweet,https://t.co/KoU1kxPBcn
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10.0,Alfy,4,7,2017,None,None,13.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,45036,11719,Original tweet,https://t.co/fYP5RlutfA
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10.0,Koko,4,7,2017,None,None,13.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,29406,5039,Original tweet,https://t.co/cj0lK9TLUv
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,Rey,3,7,2017,None,None,12.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,24334,3424,Original tweet,https://t.co/503CgWbhxQ
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,Gary,3,7,2017,None,None,13.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,50631,10788,Original tweet,https://t.co/7CSWCl8I6s
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10.0,None,2,7,2017,None,pupper,14.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,49543,16152,Original tweet,https://t.co/w1FVZz0JFM
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10.0,Elliot,1,7,2017,None,None,12.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,23105,5202,Original tweet,https://t.co/J4Q5YjzLH0
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10.0,Louis,30,6,2017,None,None,13.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,17031,2805,Original tweet,https://t.co/D0wb1GlKAt
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,None,30,6,2017,None,None,12.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,21331,3857,Original tweet,https://t.co/1nxJLhk0Sd
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10.0,Bella,29,6,2017,None,None,12.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,28572,6354,Original tweet,https://t.co/4VsFysDmiw
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10.0,Jesse,29,6,2017,None,None,12.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,27119,4278,Original tweet,https://t.co/fUod0tVmvK
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10.0,None,28,6,2017,None,None,11.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,27666,4405,Original tweet,https://t.co/yxYE3cWcCP
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10.0,Romeo,28,6,2017,None,None,13.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,22343,3533,Original tweet,https://t.co/Qh5aEkRQm9
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10.0,Bailey,27,6,2017,None,None,12.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,23436,3219,Original tweet,https://t.co/IxM9IMKQq8
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10.0,Duddles,26,6,2017,None,None,13.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,106074,44652,Original tweet,https://t.co/UDT7ZkcTgY
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,10.0,Jack,26,6,2017,None,None,12.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,16788,3152,Original tweet,https://t.co/RqUrIisQta
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11.0,10.0,Steven,25,6,2017,None,None,11.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,22628,4768,Original tweet,https://t.co/ffTAMZt2n7
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10.0,Beau,25,6,2017,None,None,13.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,18996,2724,Original tweet,https://t.co/YDtpCjIPKN
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13.0,10.0,Snoopy,25,6,2017,None,puppo,13.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,19409,4173,Original tweet,https://t.co/0Uxl9Gq7hN
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,10.0,Shadow,23,6,2017,None,None,13.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,7769,1310,Original tweet,https://t.co/5HuiInQveF
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14.0,10.0,Emmy,23,6,2017,None,None,14.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,42121,6922,Original tweet,https://t.co/cwtWnHMVpe
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13.0,10.0,Aja,22,6,2017,None,None,13.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,80145,19414,Original tweet,https://t.co/lsPyyAiF1r
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12.0,10.0,Penny,21,6,2017,None,None,12.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,22807,3873,Original tweet,https://t.co/rc53DmRHwK
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13.0,10.0,Dante,21,6,2017,None,None,13.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,27409,5243,Original tweet,https://t.co/tVXlmh3uX3
